questionnaire_id,L1,number_L1,L2_well,number_L2_well,L2_little,number_L2_little,language_mother,mother_english,language_father,father_english,languages_want_know_better,elementary_lang,elementary_lang_coded,hs_lang,hs_lang_coded,college_lang,family_lang,friends_lang,foreigners_lang,work_lang,school_lang,home_lang
56710,Pohnpeian,1,,0,"English,Marshallese",2,"Pohnpeian,Japanese",0,"Pohnpeian,Japanese",0,English,"Pohnpeian,English",Bilingual,English,English,,Pohnpeian,"Pohnpeian,English",English,"Pohnpeian,English","Pohnpeian,English",Pohnpeian
23977,Pohnpeian,1,,0,English,1,Pohnpeian,0,Pohnpeian,0,English,Pohnpeian,Non-English,Pohnpeian ,Non-English,English,Pohnpeian,Pohnpeian,"Pohnpeian,English",Pohnpeian,"Pohnpeian,English",Pohnpeian
62013,Pohnpeian,1,,0,English,1,Pohnpeian,0,"Pohnpeian,Tagalog,English",1,English,Pohnpeian,Non-English,,None,,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian
54796,Pohnpeian,1,English,1,,0,Pohnpeian,0,Pohnpeian,0,"Japanese,Chinese",Pohnpeian,Non-English,"Pohnpeian,English",Bilingual,English,Pohnpeian,Pohnpeian,"Pohnpeian,English",,"Pohnpeian,English",Pohnpeian
23422,Pohnpeian,1,"Pingelapese,English",2,,0,Pohnpeian,0,"Pohnpeian,Pingelapese,English",1,,"Pohnpeian,English",Bilingual,English,English,"Pohnpeian,English",Pohnpeian,"Pohnpeian,English",English,"Pohnpeian,English","Pohnpeian,English",Pohnpeian
22116,Pohnpeian,1,,0,English,1,Pohnpeian,0,Pohnpeian,0,,"Pohnpeian,English",Bilingual,English,English,English,Pohnpeian,Pohnpeian,English,Pohnpeian,"Pohnpeian,English",Pohnpeian
32996,Pohnpeian,1,English,1,,0,Pohnpeian,0,Pohnpeian,0,Yapese,"Pohnpeian,English",Bilingual,English,English,English,Pohnpeian,Pohnpeian,English,"Pohnpeian,English","Pohnpeian,English","Pohnpeian,Meing"
31160,Pohnpeian,1,English,1,,0,Pohnpeian,0,Pohnpeian,0,"English,Japanese",Pohnpeian,Non-English,,None,,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian
24880,Pohnpeian,1,,0,English,1,Pohnpeian,0,Pohnpeian,0,English,English,English,,None,,Pohnpeian,Pohnpeian,English,Pohnpeian,Pohnpeian,Pohnpeian
61059,Pohnpeian,1,,0,,0,Pohnpeian,0,Pohnpeian,0,English,Pohnpeian,Non-English,,None,,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian
51300,Pohnpeian,1,English,1,,0,Pohnpeian,0,Pohnpeian,0,,"Pohnpeian,English",Bilingual,English,English,,Pohnpeian,Pohnpeian,English,Pohnpeian,"Pohnpeian,English",Pohnpeian
24745,Pohnpeian,1,English,1,Japanese,1,Pohnpeian,0,Pohnpeian,0,,Pohnpeian,Non-English,"Pohnpeian,English",Bilingual,"Pohnpeian,English",Pohnpeian,Pohnpeian,"Pohnpeian,English","Pohnpeian,English","Pohnpeian,English",Pohnpeian
61119,Pohnpeian,1,English,1,Chuukese,1,Pohnpeian,0,Pohnpeian,0,"Palauan,Yapese",English,English,English,English,English,Pohnpeian,Pohnpeian,English,"Pohnpeian,English","Pohnpeian,English",Pohnpeian
49817,Pohnpeian,1,,0,"English,Japanese",2,Pohnpeian,0,Pohnpeian,0,Japanese,"Pohnpeian,English",Bilingual,"Pohnpeian,English",Bilingual,,Pohnpeian,"Pohnpeian,English",English,,Pohnpeian,Pohnpeian
52068,Pohnpeian,1,,0,,0,Pohnpeian,0,Pohnpeian,0,English,Pohnpeian,Non-English,,None,,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian
56919,Pohnpeian,1,English,1,Ngatikese,1,Pohnpeian,0,"Pohnpeian,Ngatikese",0,English,"Pohnpeian,English",Bilingual,"Pohnpeian,English",Bilingual,English,Pohnpeian,Pohnpeian,English,Pohnpeian,"Pohnpeian,English",Pohnpeian
21197,Pohnpeian,1,English,1,,0,Pohnpeian,0,Pohnpeian,0,English,Pohnpeian,Non-English,"Pohnpeian,English",Bilingual,,Pohnpeian,Pohnpeian,"Pohnpeian,English",,"Pohnpeian,English",Pohnpeian
15656,Pohnpeian,1,,0,English,1,Pohnpeian,0,Mwokilese,0,English,English,English,English,English,English,Pohnpeian,Pohnpeian,English,Pohnpeian,English,Pohnpeian
25200,Pohnpeian,1,,0,English,1,Pohnpeian,0,Pohnpeian,0,English,"Pohnpeian,English",Bilingual,English,English,English,Pohnpeian,Pohnpeian,English,Pohnpeian,Pohnpeian,"Pohnpeian,Meing"
64201,Pohnpeian,1,English,1,Chuukese,1,Pohnpeian,0,Pohnpeian,0,English,"Pohnpeian,English",Bilingual,"Pohnpeian,English",Bilingual,English,"Pohnpeian,English",Pohnpeian,"Pohnpeian,English","Pohnpeian,English","Pohnpeian,English",Pohnpeian
36238,Japanese,1,"Pohnpeian,English",2,"Pingelapese,Kapingamarangi",2,Japanese,0,"Japanese,Pohnpeian",0,"Spanish,Chinese",Japanese,Non-English,"Japanese,English",Bilingual,,"Pohnpeian,Japanese","English,Pohnpeian,Japanese",English,Pohnpeian,Japanese,"Pohnpeian,Japanese"
55007,Pohnpeian,1,,0,,0,Pohnpeian,0,Pohnpeian,0,English,"English,Pohnpeian",Bilingual,,None,,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian
46024,Pohnpeian,1,,0,English,1,Pohnpeian,0,"Pohnpeian,Mortlockese",0,"English,Mortlockese","English,Pohnpeian",Bilingual,,None,,Pohnpeian,Pohnpeian,"Pohnpeian,English",Pohnpeian,Pohnpeian,Pohnpeian
27999,Pohnpeian,1,,0,English,1,Pohnpeian,0,Pohnpeian,0,English,English,English,,None,,Pohnpeian,Pohnpeian,English,"Pohnpeian,English","Pohnpeian,English",Pohnpeian
56255,Pohnpeian,1,"English,Chuukese",2,"Pingelapese,Mwokilese,Ngatikese",3,Pohnpeian,0,Chuukese,0,"Japanese,French,Chinese","Pohnpeian,English",Bilingual,"Pohnpeian,English",Bilingual,English,"Pohnpeian,Chuukese",Pohnpeian,English,"Pohnpeian,Pingelapese,Mwokilese,English,Chuukese","Pohnpeian,English","Pohnpeian,Chuukese"
46367,Pohnpeian,1,English,1,,0,Pohnpeian,0,Pohnpeian,0,"Japanese,English","Pohnpeian,English",Bilingual,,None,,Pohnpeian,Pohnpeian,"Pohnpeian,English","Pohnpeian,English",Pohnpeian,Pohnpeian
58727,Pohnpeian,1,English,1,,0,Pohnpeian,0,Pohnpeian,0,English,"Pohnpeian,English",Bilingual,English,English,English,Pohnpeian,English,English,English,English,Pohnpeian
24655,Pohnpeian,1,,0,English,1,"Pohnpeian,English",1,Pohnpeian,0,"Pohnpeian,English","Pohnpeian,English",Bilingual,English,English,English,Pohnpeian,"Pohnpeian,English",English,"Pohnpeian,English","Pohnpeian,English",Pohnpeian
28753,Pohnpeian,1,,0,,0,Pohnpeian,0,Pohnpeian,0,"Pohnpeian,English,Japanese",Pohnpeian,Non-English,,None,,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian
48907,Pohnpeian,1,,0,English,1,Pohnpeian,0,Pohnpeian,0,English,English,English,,None,,Pohnpeian,Pohnpeian,English,Pohnpeian,English,Pohnpeian
20225,Pohnpeian,1,,0,English,1,Pohnpeian,0,Pohnpeian,0,English,"Pohnpeian,English",Bilingual,,None,,Pohnpeian,Pohnpeian,English,"Pohnpeian,English","Pohnpeian,English",Pohnpeian
59048,Pohnpeian,1,,0,,0,Pohnpeian,0,Pohnpeian,0,English,"Pohnpeian,English",Bilingual,,None,,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian
53250,Pohnpeian,1,,0,English,1,Pohnpeian,0,Pohnpeian,0,English,"Pohnpeian,English",Bilingual,,None,,"Pohnpeian,English",Pohnpeian,English,"Pohnpeian,English",Pohnpeian,Pohnpeian
20335,Pohnpeian,1,,0,English,1,Pohnpeian,0,Pohnpeian,0,"English,Japanese,Korean","Pohnpeian,English",Bilingual,"Pohnpeian,English",Bilingual,,Pohnpeian,Pohnpeian,,"Pohnpeian,English","Pohnpeian,English",Pohnpeian
47229,Pohnpeian,1,,0,English,1,Pohnpeian,0,Pohnpeian,0,English,"Pohnpeian,English",Bilingual,English,English,,Pohnpeian,Pohnpeian,English,English,Pohnpeian,Pohnpeian
28288,Pohnpeian,1,,0,English,1,Pohnpeian,0,Pohnpeian,0,"English,Korean,Tagalog","Pohnpeian,English",Bilingual,English,English,,Pohnpeian,Pohnpeian,,"English,Pohnpeian",Pohnpeian,Pohnpeian
27713,Mortlockese,1,Pohnpeian,1,English,1,"Mortlockese,Pohnpeian",0,"Pohnpeian,Mortlockese",0,English,"Mortlockese,English",Bilingual,,None,,Mortlockese,Mortlockese,"Mortlockese,English",Mortlockese,Mortlockese,"Mortlockese,Pohnpeian"
41156,Pohnpeian,1,,0,English,1,Pohnpeian,0,Pohnpeian,0,English,"Pohnpeian,English",Bilingual,,None,,Pohnpeian,Pohnpeian,English,"English,Pohnpeian",Pohnpeian,Pohnpeian
21089,Pohnpeian,1,English,1,,0,Pohnpeian,0,Pohnpeian,0,English,"Pohnpeian,English",Bilingual,English,English,English,Pohnpeian,Pohnpeian,English,"Pohnpeian,English","Pohnpeian,English",Pohnpeian
25005,Pohnpeian,1,,0,English,1,Pohnpeian,0,Pohnpeian,0,English,"Pohnpeian,English",Bilingual,,None,,Pohnpeian,Pohnpeian,English,"Pohnpeian,English",Pohnpeian,Pohnpeian
55062,Pohnpeian,1,,0,English,1,Pohnpeian,0,Pohnpeian,0,English,"Pohnpeian,English",Bilingual,,None,,Pohnpeian,Pohnpeian,"Pohnpeian,English",Pohnpeian,Pohnpeian,Pohnpeian
63741,Pohnpeian,1,"English,Chuukese",2,,0,Pohnpeian,0,Pohnpeian,0,Carolinian,"Pohnpeian,English",Bilingual,English,English,English,Pohnpeian,Pohnpeian,English,Pohnpeian,"Pohnpeian,English",Pohnpeian
38575,Pohnpeian,1,,0,English,1,Pohnpeian,0,Pohnpeian,0,English,"Pohnpeian,English",Bilingual,,None,,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian
42584,Pohnpeian,1,English,1,,0,Pohnpeian,0,Pohnpeian,0,English,"Pohnpeian,English",Bilingual,"Pohnpeian,English",Bilingual,English,Pohnpeian,Pohnpeian,English,"Pohnpeian,English","Pohnpeian,English",Pohnpeian
48355,Pohnpeian,1,English,1,,0,Pohnpeian,0,Pohnpeian,0,"Japanese,English","Pohnpeian,English",Bilingual,"Pohnpeian,English",Bilingual,English,Pohnpeian,"Pohnpeian,English",English,"Pohnpeian,English","Pohnpeian,English",Pohnpeian
44205,Pohnpeian,1,English,1,,0,Pohnpeian,0,Pohnpeian,0,Japanese,"Pohnpeian,English",Bilingual,English,English,English,"Pohnpeian,Meing","Pohnpeian,Meing",English,"Pohnpeian,Meing","Pohnpeian,Meing",Pohnpeian
30121,Pohnpeian,1,English,1,,0,Pohnpeian,0,Pohnpeian,0,,"Pohnpeian,English",Bilingual,English,English,English,Pohnpeian,Pohnpeian,English,"Pohnpeian,English","Pohnpeian,English",Pohnpeian
22269,Pohnpeian,1,English,1,,0,Pohnpeian,0,Pohnpeian,0,"English,Japanese",Pohnpeian,Non-English,English,English,English,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian
17625,Pohnpeian,1,,0,English,1,"Ngatikese,Pohnpeian",0,"Pohnpeian,Japanese",0,English,Pohnpeian,Non-English,,None,,Pohnpeian,Pohnpeian,"Pohnpeian,English","Pohnpeian,English",Pohnpeian,Pohnpeian
46061,Pohnpeian,1,Pingelapese,1,English,1,"Pohnpeian,Pingelapese",0,Pohnpeian,0,"English,Japanese","Pohnpeian,English",Bilingual,,None,,Pohnpeian,Pohnpeian,"Pohnpeian,English",Pohnpeian,Pohnpeian,Pohnpeian
17596,Pohnpeian,1,,0,English,1,Pohnpeian,0,Pohnpeian,0,"English,Japanese","Pohnpeian,English",Bilingual,,None,,,,,,,
60525,Pohnpeian,1,"English,Chuukese",2,"French,Japanese,Latin",3,Pohnpeian,0,Pohnpeian,0,Spanish,Pohnpeian,Non-English,English,English,English,"Pohnpeian,English","Pohnpeian,English",English,"Pohnpeian,English",English,"Pohnpeian,English"
17793,Pohnpeian,1,,0,English,0,Pohnpeian,0,Pohnpeian,0,English,"Pohnpeian,English",Bilingual,,None,,Pohnpeian,Pohnpeian,"Pohnpeian,English",Pohnpeian,Pohnpeian,Pohnpeian
16401,Pohnpeian,1,Chuukese,1,English,0,"Pohnpeian,Chuukese",0,"Pohnpeian,Chuukese",0,English,"Pohnpeian,English",Bilingual,,None,,"Pohnpeian,Chuukese",Pohnpeian,"Pohnpeian,English",Pohnpeian,Pohnpeian,Pohnpeian
46864,Pohnpeian,1,,0,English,1,Pohnpeian,0,Kapingamarangi,0,English,"Pohnpeian,English",Bilingual,"Pohnpeian,English",Bilingual,,Pohnpeian,English,English,,Pohnpeian,Pohnpeian
17149,Pohnpeian,1,English,1,,0,Pohnpeian,0,Pohnpeian,0,Japanese,"Pohnpeian,English",Bilingual,English,English,English,Pohnpeian,Pohnpeian,English,"Pohnpeian,English","Pohnpeian,English",Pohnpeian
36520,Pohnpeian,1,,0,English,1,Pohnpeian,0,Pohnpeian,0,Japanese,Pohnpeian,Non-English,English,English,English,Pohnpeian,Pohnpeian,English,English,English,Pohnpeian
19479,Pohnpeian,1,English,1,,0,Pohnpeian,0,Pohnpeian,0,,"Pohnpeian,English",Bilingual,English,English,English,Pohnpeian,Pohnpeian,English,English,Pohnpeian,Pohnpeian
44003,Pohnpeian,1,,0,English,1,Pohnpeian,0,"Pohnpeian,Chuukese",0,English,"Pohnpeian,English",Bilingual,,None,,Pohnpeian,Pohnpeian,"Pohnpeian,English",Pohnpeian,Pohnpeian,Pohnpeian
28765,Pohnpeian,1,,0,English,1,Pohnpeian,0,Pohnpeian,0,Hindi,Pohnpeian,Non-English,English,English,,Pohnpeian,Pohnpeian,English,Pohnpeian,Pohnpeian,Pohnpeian
51976,Pohnpeian,1,,0,English,1,Pohnpeian,0,Pohnpeian,0,English,"Pohnpeian,English",Bilingual,,None,,Pohnpeian,Pohnpeian,English,Pohnpeian,Pohnpeian,Pohnpeian
50555,Pohnpeian,1,,0,English,1,Pohnpeian,0,Pohnpeian,1,English,"Pohnpeian,English",Bilingual,"Pohnpeian,English",Bilingual,"Pohnpeian,English",Pohnpeian,Pohnpeian,"Pohnpeian,English",Pohnpeian,"Pohnpeian,English",Pohnpeian
37634,Pohnpeian,1,,0,English,1,Pohnpeian,0,Pohnpeian,0,Japanese,English,English,English,English,,Pohnpeian,Pohnpeian,English,English,English,Pohnpeian
53953,Pohnpeian,1,,0,"English,Japanese",2,Pohnpeian,0,Pohnpeian,0,Korean,"Pohnpeian,English",Bilingual,"Pohnpeian,English",Bilingual,English,Pohnpeian,Pohnpeian,English,Pohnpeian,Pohnpeian,Pohnpeian
61729,Mwokilese,1,"Pohnpeian,English",2,"Pingelapese,Chuukese,Kosraean,Mortlockese",4,"Mwokilese,Pohnpeian",0,"Mwokilese,Pohnpeian",0,"Hawaiian,Chamorro,Carolinian","Pohnpeian,English",Bilingual,English,English,English,Mwokilese,"Pohnpeian,English",English,"Pohnpeian,English",English,Pohnpeian
27420,Pohnpeian,1,English,1,Meing,1,Pohnpeian,0,Pohnpeian,0,"English,Japanese",Pohnpeian,Non-English,Pohnpeian ,Non-English,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian
43212,Pohnpeian,1,English,1,Japanese,1,Pohnpeian,0,Pohnpeian,0,"Latin,Chuukese",Pohnpeian,Non-English,"Pohnpeian,English,Japanese",Bilingual,"Pohnpeian,English",Pohnpeian,Pohnpeian,"Pohnpeian,English",Pohnpeian,Pohnpeian,Pohnpeian
30940,Pohnpeian,1,English,1,,0,Pohnpeian,0,Pohnpeian,0,Pohnpeian,"Pohnpeian,English",Bilingual,English,English,English,Pohnpeian,"Pohnpeian,English",English,English,English,Pohnpeian
56384,Pohnpeian,1,"English,Nukuoran",2,,0,Pohnpeian,0,Pohnpeian,0,"English,Japanese","Pohnpeian,English",Bilingual,"Pohnpeian,English",Bilingual,"Pohnpeian,English",Pohnpeian,"Pohnpeian,English",English,Pohnpeian,"Pohnpeian,English",Pohnpeian
48808,Pohnpeian,1,English,1,,0,Pohnpeian,0,Pohnpeian,0,"Pohnpeian,English","Pohnpeian,English",Bilingual,English,English,"Pohnpeian,English",Pohnpeian,Pohnpeian,English,"Pohnpeian,English",Pohnpeian,Pohnpeian
60411,Ngatikese,1,"English,Pohnpeian",2,,0,Ngatikese,0,Ngatikese,0,"Pohnpeian,English","Pohnpeian,English",Bilingual,English,English,English,Ngatikese,"Ngatikese,Pohnpeian",English,"Pohnpeian,Ngatikese","Pohnpeian,English",Pohnpeian
27383,Pohnpeian,1,,0,English,0,Pohnpeian,0,Pohnpeian,0,English,Pohnpeian,Non-English,,None,,Pohnpeian,Pohnpeian,English,"Pohnpeian,English","Pohnpeian,English",Pohnpeian
61548,Ngatikese,1,"English,Pohnpeian",1,,0,Ngatikese,0,Ngatikese,0,"Pohnpeian,English",Ngatikese,Non-English,English,English,English,Ngatikese,Ngatikese,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian
21476,Pohnpeian,1,English,1,,0,Pohnpeian,0,Pohnpeian,0,,Pohnpeian,Non-English,"Pohnpeian,English",Bilingual,English,Pohnpeian,Pohnpeian,English,,,"Pohnpeian,Meing"
53398,Pohnpeian,1,"English,Chuukese",2,,0,Pohnpeian,0,"Pohnpeian,Chuukese",0,Japanese,"Pohnpeian,English",Bilingual,English,English,English,Pohnpeian,"Pohnpeian,English",English,"Pohnpeian,English","Pohnpeian,English",Pohnpeian
45304,Pohnpeian,1,,0,Kosraean,1,Pohnpeian,0,Pohnpeian,0,Chuukese,"Pohnpeian,English",Bilingual,English,English,English,Pohnpeian,Pohnpeian,English,,English,Pohnpeian
58133,Pohnpeian,1,English,1,,0,Pohnpeian,0,Pohnpeian,0,Yapese,"Pohnpeian,English",Bilingual,English,English,,Pohnpeian,Pohnpeian,Pohnpeian,,Pohnpeian,Pohnpeian
17608,Pohnpeian,1,,0,English,1,Pohnpeian,0,Pohnpeian,0,English,Pohnpeian,Non-English,English,English,English,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian
50923,Pohnpeian,1,,0,English,1,Pohnpeian,0,Pohnpeian,0,English,"Pohnpeian,English",Bilingual,,None,,Pohnpeian,Pohnpeian,English,,Pohnpeian,Pohnpeian
64658,Pohnpeian,1,English,1,,0,Pohnpeian,0,Pohnpeian,0,Latin,"Pohnpeian,English",Bilingual,"English,Japanese",English,"English,Japanese",Pohnpeian,"Pohnpeian,English",English,,"Pohnpeian,English",Pohnpeian
25970,Pohnpeian,1,English,1,,0,Pohnpeian,0,Pohnpeian,0,,"Pohnpeian,English",Bilingual,English,English,English,Pohnpeian,Pohnpeian,English,"Pohnpeian,English","Pohnpeian,English",Pohnpeian
51392,Pohnpeian,1,,0,English,1,Pohnpeian,0,Pohnpeian,0,English,"Pohnpeian,English",Bilingual,"Pohnpeian,English",Bilingual,,Pohnpeian,Pohnpeian,English,"Pohnpeian,English","Pohnpeian,English",Pohnpeian
24958,Pohnpeian,1,English,1,,0,"Pohnpeian,English",1,"Pohnpeian,English,Japanese",1,Japanese,English,English,English,English,English,Pohnpeian,"Pohnpeian,English",Pohnpeian,"Pohnpeian,English","Pohnpeian,English",Pohnpeian
16197,Pohnpeian,1,,0,,0,Pohnpeian,0,Pohnpeian,0,Pohnpeian,,None,,None,,,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian
23927,Pohnpeian,1,English,1,Mortlockese,1,Pohnpeian,0,Pohnpeian,0,Samoan,"Pohnpeian,English",Bilingual,English,English,,Pohnpeian,"Pohnpeian,English",English,"Pohnpeian,English","Pohnpeian,English",Pohnpeian
57376,Pohnpeian,1,Chuukese,1,,0,Pohnpeian,0,Chuukese,0,Arabic,Pohnpeian,Non-English,English,English,English,Pohnpeian,Pohnpeian,English,Pohnpeian,Pohnpeian,Pohnpeian
24853,Pohnpeian,1,Pingelapese,1,,0,"Pohnpeian,Pingelapese",0,Pohnpeian,0,English,"Pohnpeian,English",Bilingual,,None,,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,"Pohnpeian,Meing"
63635,Pohnpeian,1,English,1,"Mwokilese,Ngatikese",2,Pohnpeian,0,Pohnpeian,0,"Spanish,Japanese,Chinese",Pohnpeian,Non-English,English,English,,Pohnpeian,Pohnpeian,English,"Pohnpeian,English",English,"Pohnpeian,Meing"
58496,Pohnpeian,1,,0,,0,Pohnpeian,0,Pohnpeian,0,English,"English,Pohnpeian",Bilingual,"Pohnpeian,English",Bilingual,,Pohnpeian,Pohnpeian,English,English,"Pohnpeian,English",Pohnpeian
46980,Pohnpeian,1,English,1,,0,"Pohnpeian,English",1,"Pohnpeian,English",1,English,"Pohnpeian,English",Bilingual,"Pohnpeian,English",Bilingual,English,Pohnpeian,Pohnpeian,English,"Pohnpeian,English","Pohnpeian,English",Pohnpeian
43043,Pohnpeian,1,,0,,0,Pohnpeian,0,Pohnpeian,0,,English ,English,,None,,Pohnpeian,Pohnpeian,English,Pohnpeian,"Pohnpeian,English",Pohnpeian
42504,Pohnpeian,1,English,1,"Japanese,Korean",2,"Pohnpeian,English,Mwortlockese",1,"Japanese,Pohnpeian,English",1,Japanese,"Pohnpeian,English",Bilingual,English,English,,"Japanese,Pohnpeian","Pohnpeian,English","English,Japanese",,"Pohnpeian,English","Pohnpeian,Japanese"
